State,District,Block,Village,n_High,n_Medium,n_Low,p_High,p_Medium,p_Low,k_High,k_Medium,k_Low,OC_High,OC_Medium,OC_Low,pH_Alkaline,pH_Acidic,pH_Neutral,EC_NonSaline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
Mallam,Anakapalli,BUTCHAYYAPETA - 5587,Mallam,6,13,11,28,0,2,26,4,0,9,10,11,4,0,26,30,0,28,2,27,3,16,14,30,0,30,0,30,0
Mangalapuram,Anakapalli,BUTCHAYYAPETA - 5587,Mangalapuram,0,0,6,5,1,0,5,1,0,0,0,6,1,0,5,6,0,6,0,5,1,5,1,6,0,6,0,6,0
Neelakantapuram,Anakapalli,BUTCHAYYAPETA - 5587,Neelakantapuram,1,4,0,5,0,0,2,2,1,1,4,0,0,0,5,5,0,5,0,5,0,5,0,5,0,5,0,4,1
Nimmalova,Anakapalli,BUTCHAYYAPETA - 5587,Nimmalova,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
P. Bheemavaram,Anakapalli,BUTCHAYYAPETA - 5587,P. Bheemavaram,7,13,13,33,0,0,28,4,1,7,14,12,2,0,31,33,0,33,0,30,3,33,0,31,2,33,0,33,0
Peda Madina,Anakapalli,BUTCHAYYAPETA - 5587,Peda Madina,0,1,2,3,0,0,0,3,0,0,1,2,0,0,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0
Pedapudi Agraharam,Anakapalli,BUTCHAYYAPETA - 5587,Pedapudi Agraharam,1,1,1,3,0,0,2,1,0,1,1,1,1,0,2,3,0,2,1,3,0,3,0,3,0,3,0,3,0
Pottidorapalem,Anakapalli,BUTCHAYYAPETA - 5587,Pottidorapalem,2,14,11,26,0,1,21,5,1,2,13,12,5,0,22,27,0,27,0,25,2,14,13,27,0,27,0,26,1
R. Sivarampuram,Anakapalli,BUTCHAYYAPETA - 5587,R. Sivarampuram,2,17,10,28,0,1,15,10,4,1,16,12,4,0,26,28,1,28,1,18,11,25,4,29,0,29,0,28,1
Rajam,Anakapalli,BUTCHAYYAPETA - 5587,Rajam,6,14,13,33,0,0,15,14,4,7,13,13,2,0,31,33,0,33,0,30,3,30,3,33,0,33,0,25,8
Turakalapudi,Anakapalli,BUTCHAYYAPETA - 5587,Turakalapudi,13,10,12,35,0,0,24,10,1,12,10,13,17,0,18,34,1,35,0,31,4,31,4,35,0,35,0,35,0
Typuram,Anakapalli,BUTCHAYYAPETA - 5587,Typuram,4,0,5,9,0,1,5,3,1,4,0,5,2,0,7,9,0,9,0,10,0,6,3,9,0,9,0,8,1
Vaddadi,Anakapalli,BUTCHAYYAPETA - 5587,Vaddadi,12,18,28,58,0,0,42,15,1,12,18,28,4,0,54,58,0,55,3,41,18,55,3,58,0,58,1,59,0
Vijayaramarajupeta,Anakapalli,BUTCHAYYAPETA - 5587,Vijayaramarajupeta,5,3,21,26,2,1,27,2,0,6,3,20,0,0,29,29,0,24,5,26,3,29,0,29,0,29,0,29,0
