State,District,Block,Village,n_High,n_Medium,n_Low,p_High,p_Medium,p_Low,k_High,k_Medium,k_Low,OC_High,OC_Medium,OC_Low,pH_Alkaline,pH_Acidic,pH_Neutral,EC_NonSaline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
Gatham,Alluri Sitharama Raju,HUKUMPETA - 5597,Gatham,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0
Gedelapadu,Alluri Sitharama Raju,HUKUMPETA - 5597,Gedelapadu,0,14,7,2,8,11,0,21,0,8,13,0,0,0,21,21,0,21,0,17,4,1,20,11,10,14,7,11,10
Goppulapalem,Alluri Sitharama Raju,HUKUMPETA - 5597,Goppulapalem,0,5,0,0,0,5,0,3,2,0,5,0,0,0,5,5,0,5,0,2,3,0,5,4,1,5,0,3,2
Gotchari,Alluri Sitharama Raju,HUKUMPETA - 5597,Gotchari,0,15,10,4,6,15,0,25,0,6,15,4,0,1,24,25,0,25,0,20,5,0,25,17,8,23,2,21,4
Hukumpeta,Alluri Sitharama Raju,HUKUMPETA - 5597,Hukumpeta,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
Jakaramputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Jakaramputtu,0,0,10,2,6,2,0,10,0,4,6,0,0,0,8,10,0,10,0,2,8,0,10,10,0,10,0,1,9
Kamayyapeta,Alluri Sitharama Raju,HUKUMPETA - 5597,Kamayyapeta,0,0,3,2,0,1,0,3,0,1,0,2,0,0,3,3,0,3,0,3,0,0,3,3,0,1,2,1,2
Kanguputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Kanguputtu,0,2,1,1,1,1,0,3,0,2,1,0,0,0,3,3,0,3,0,2,1,0,3,3,0,0,3,3,0
Kodeli,Alluri Sitharama Raju,HUKUMPETA - 5597,Kodeli,0,19,6,1,12,12,0,22,3,0,17,8,0,0,25,23,1,25,0,8,17,1,24,15,10,25,0,14,11
Koditala,Alluri Sitharama Raju,HUKUMPETA - 5597,Koditala,0,0,13,6,4,3,1,12,0,4,9,0,0,0,13,13,0,13,0,7,6,0,13,9,4,0,13,13,0
Kontapalle,Alluri Sitharama Raju,HUKUMPETA - 5597,Kontapalle,0,3,16,2,9,8,2,18,0,3,12,4,0,0,18,18,0,18,2,11,9,2,18,18,2,19,1,11,9
Konthili,Alluri Sitharama Raju,HUKUMPETA - 5597,Konthili,0,1,3,0,0,4,0,4,0,3,1,0,0,0,4,4,0,4,0,1,3,0,4,2,2,1,3,2,2
Kulapadu,Alluri Sitharama Raju,HUKUMPETA - 5597,Kulapadu,0,0,9,0,6,3,0,9,0,7,2,0,0,0,9,9,0,9,0,1,8,0,9,5,4,0,9,9,0
Kunturla,Alluri Sitharama Raju,HUKUMPETA - 5597,Kunturla,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
M.Boddaputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,M.Boddaputtu,0,10,1,0,0,11,0,8,3,1,10,0,0,0,11,10,1,11,0,7,4,0,11,7,4,0,11,4,7
M.Kothavuru,Alluri Sitharama Raju,HUKUMPETA - 5597,M.Kothavuru,0,11,5,1,0,15,0,14,2,0,14,2,0,0,16,16,0,16,0,6,10,0,16,14,2,0,16,8,8
Maddiputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Maddiputtu,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
Maddiputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Maddiputtu,0,4,0,1,0,3,0,4,0,1,3,0,0,0,4,4,0,4,0,2,2,1,3,1,3,4,0,2,2
Malaguda,Alluri Sitharama Raju,HUKUMPETA - 5597,Malaguda,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
Mangalamamidi,Alluri Sitharama Raju,HUKUMPETA - 5597,Mangalamamidi,0,3,0,0,0,3,0,1,2,0,3,0,0,0,3,3,0,3,0,0,3,1,2,0,3,0,3,3,0
Marripalem,Alluri Sitharama Raju,HUKUMPETA - 5597,Marripalem,0,5,4,0,0,9,0,8,2,0,9,0,0,0,7,7,0,10,0,4,6,0,10,10,0,10,0,4,6
Masada,Alluri Sitharama Raju,HUKUMPETA - 5597,Masada,0,7,8,0,2,13,0,15,0,6,7,1,0,0,13,14,0,15,0,11,4,0,15,8,7,14,1,13,2
Matham,Alluri Sitharama Raju,HUKUMPETA - 5597,Matham,0,2,1,0,0,3,0,2,1,2,1,0,0,0,3,3,0,3,0,3,0,0,3,3,0,0,3,2,1
Merakachinta,Alluri Sitharama Raju,HUKUMPETA - 5597,Merakachinta,0,7,5,0,3,9,1,10,1,2,10,0,0,0,12,11,1,12,0,8,4,0,12,8,4,12,0,9,3
Mulusobha,Alluri Sitharama Raju,HUKUMPETA - 5597,Mulusobha,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0
Nakkalaputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Nakkalaputtu,1,10,13,2,7,15,1,23,1,4,17,3,0,0,22,23,0,24,1,13,12,3,22,11,14,13,12,17,8
Nurupanuku,Alluri Sitharama Raju,HUKUMPETA - 5597,Nurupanuku,0,0,5,2,2,1,0,5,0,5,0,0,0,0,5,5,0,5,0,0,5,0,5,1,4,5,0,5,0
Ontipaka,Alluri Sitharama Raju,HUKUMPETA - 5597,Ontipaka,0,10,0,2,3,5,0,10,0,0,8,2,0,0,10,10,0,10,0,5,5,1,9,6,4,10,0,8,2
Palamamidi,Alluri Sitharama Raju,HUKUMPETA - 5597,Palamamidi,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0
Pathakota,Alluri Sitharama Raju,HUKUMPETA - 5597,Pathakota,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,2,0,2,0,0,2,1,1,2,0,1,1
Patiguruvu,Alluri Sitharama Raju,HUKUMPETA - 5597,Patiguruvu,0,6,1,0,0,7,0,7,0,1,6,0,0,0,5,6,0,7,0,7,0,0,7,5,2,0,7,3,4
Pattam,Alluri Sitharama Raju,HUKUMPETA - 5597,Pattam,0,4,3,0,2,5,0,6,1,0,7,0,0,0,7,6,1,7,0,6,1,1,6,6,1,7,0,4,3
Peda Nandiputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Peda Nandiputtu,0,6,9,4,7,5,0,15,1,3,10,1,0,0,14,14,0,16,0,4,12,0,16,10,6,16,0,9,7
Pedagaruvu,Alluri Sitharama Raju,HUKUMPETA - 5597,Pedagaruvu,0,9,0,0,0,9,0,9,0,0,9,0,0,0,9,9,0,9,0,7,2,0,9,4,5,9,0,6,3
Pedirai,Alluri Sitharama Raju,HUKUMPETA - 5597,Pedirai,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0
Ramachandrapuram,Alluri Sitharama Raju,HUKUMPETA - 5597,Ramachandrapuram,0,1,3,1,1,2,0,4,0,2,1,1,0,0,4,4,0,4,0,3,1,1,3,2,2,4,0,3,1
Rangapalle,Alluri Sitharama Raju,HUKUMPETA - 5597,Rangapalle,0,15,1,0,0,16,0,15,1,3,13,0,0,0,16,16,0,15,1,10,6,1,15,11,5,15,1,10,6
Rangaseela,Alluri Sitharama Raju,HUKUMPETA - 5597,Rangaseela,0,6,16,1,6,15,0,22,0,4,15,3,0,0,22,22,0,22,0,21,1,0,22,15,7,22,0,16,6
Rudi @ Degarudi,Alluri Sitharama Raju,HUKUMPETA - 5597,Rudi @ Degarudi,0,9,2,0,0,11,0,11,0,1,7,3,0,0,11,11,0,11,0,11,0,0,11,9,2,11,0,5,6
Sarasapadu,Alluri Sitharama Raju,HUKUMPETA - 5597,Sarasapadu,0,12,6,0,3,15,0,18,0,6,12,0,0,0,18,18,0,18,0,17,1,0,17,7,11,0,18,13,5
Sesaipanuku,Alluri Sitharama Raju,HUKUMPETA - 5597,Sesaipanuku,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
Sobakota,Alluri Sitharama Raju,HUKUMPETA - 5597,Sobakota,0,8,4,4,3,5,2,10,0,1,10,1,0,0,12,12,0,12,0,10,2,1,11,4,8,11,1,10,2
Sukuru,Alluri Sitharama Raju,HUKUMPETA - 5597,Sukuru,0,3,0,0,2,1,0,3,0,2,1,0,0,0,3,3,0,3,0,3,0,0,3,0,3,3,0,3,0
Sundruputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Sundruputtu,0,2,8,0,5,5,0,10,0,3,6,1,0,1,9,10,0,10,0,5,5,0,10,8,2,9,1,4,6
Tadigiri,Alluri Sitharama Raju,HUKUMPETA - 5597,Tadigiri,0,4,5,3,5,1,0,9,0,0,7,2,0,0,8,9,0,10,0,6,4,0,10,6,4,2,8,8,2
Teegalavalasa,Alluri Sitharama Raju,HUKUMPETA - 5597,Teegalavalasa,0,5,14,0,7,13,0,20,0,0,17,1,0,0,13,15,0,20,0,10,10,1,19,14,6,18,2,16,4
Urrada,Alluri Sitharama Raju,HUKUMPETA - 5597,Urrada,0,2,9,1,0,10,0,11,0,4,6,1,0,2,9,11,0,10,1,10,1,0,11,10,1,11,0,10,1
Vallangiputtu,Alluri Sitharama Raju,HUKUMPETA - 5597,Vallangiputtu,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
Veerendla,Alluri Sitharama Raju,HUKUMPETA - 5597,Veerendla,0,0,2,0,3,0,0,3,0,1,1,0,0,0,1,1,0,3,0,2,1,0,3,3,0,3,0,3,0
Vukkurba,Alluri Sitharama Raju,HUKUMPETA - 5597,Vukkurba,0,9,4,0,5,8,0,13,0,1,12,0,0,0,11,12,0,13,0,11,2,0,13,9,4,0,13,11,2
