State,District,Block,Village,n_High,n_Medium,n_Low,p_High,p_Medium,p_Low,k_High,k_Medium,k_Low,OC_High,OC_Medium,OC_Low,pH_Alkaline,pH_Acidic,pH_Neutral,EC_NonSaline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
Kamalabanda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kamalabanda,0,0,2,0,1,1,0,2,0,0,2,0,1,0,1,2,0,2,0,0,2,2,0,2,0,0,2,0,2
Kandram,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kandram,7,12,5,5,16,3,0,18,6,0,18,6,0,2,22,24,0,20,4,1,23,23,1,24,0,0,24,12,12
Karakavalasa,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Karakavalasa,0,4,0,0,4,0,0,4,0,0,1,3,0,0,4,4,0,4,0,0,4,4,0,4,0,0,4,3,1
Kinjeru,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kinjeru,4,2,3,4,0,5,0,0,9,0,9,0,0,0,9,9,0,9,0,9,0,9,0,9,0,0,9,9,0
Kithalangi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kithalangi,0,4,28,13,10,9,23,3,6,0,24,8,0,0,32,32,0,32,0,31,1,3,29,26,6,0,32,25,7
Koranjiguda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Koranjiguda,0,1,4,0,2,3,0,0,5,0,3,2,0,0,5,5,0,5,0,0,5,5,0,5,0,0,5,5,0
Korra,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Korra,0,14,8,16,1,5,6,5,11,0,12,10,0,0,21,21,0,22,0,19,3,3,19,9,13,0,22,22,0
Korrai,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Korrai,10,6,4,3,14,3,0,11,9,0,12,8,0,1,19,20,0,20,0,0,20,20,0,20,0,1,19,20,0
Kosangi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kosangi,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
Kotragondi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kotragondi,0,4,1,0,0,5,5,0,0,0,2,3,0,0,5,5,0,5,0,0,5,5,0,5,0,0,5,5,0
Kuda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kuda,1,2,1,0,0,4,1,3,0,0,1,3,0,0,4,4,0,4,0,0,4,4,0,4,0,0,4,4,0
Kujabangi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kujabangi,3,3,3,0,5,4,0,0,9,0,4,5,0,0,9,9,0,6,3,4,5,9,0,9,0,0,9,9,0
Kuridi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kuridi,2,10,8,7,9,4,17,3,0,1,12,7,0,0,20,20,0,19,1,2,18,11,9,13,7,1,19,13,7
Kusumavalasa,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Kusumavalasa,0,2,0,0,2,0,0,0,2,0,2,0,0,1,1,2,0,2,0,1,1,2,0,2,0,0,2,2,0
Logili,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Logili,0,3,0,0,1,2,0,3,0,0,1,2,0,0,3,3,0,3,0,0,3,3,0,3,0,0,3,3,0
Lyganda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Lyganda,4,13,5,2,11,10,0,14,9,0,22,0,0,2,19,22,0,23,0,6,17,23,0,23,0,0,23,18,5
Mamidivalasa,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Mamidivalasa,0,8,2,7,2,1,4,5,1,0,10,0,0,0,10,10,0,8,2,3,7,0,10,7,3,0,10,10,0
Musiri,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Musiri,0,0,8,8,0,0,8,0,0,0,2,6,0,1,6,6,1,8,0,0,8,3,5,8,0,0,8,8,0
Nimmagedda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Nimmagedda,3,9,4,10,0,6,3,4,9,0,12,4,1,0,15,16,0,11,5,0,16,0,16,13,3,0,16,7,9
Padi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Padi,0,6,8,13,0,1,8,5,1,0,14,0,0,0,14,14,0,14,0,14,0,0,14,8,6,0,14,14,0
Panasavalasa,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Panasavalasa,5,0,0,0,2,3,3,2,0,0,5,0,0,0,5,5,0,5,0,0,5,5,0,5,0,0,5,5,0
Paridi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Paridi,0,3,8,7,4,0,11,0,0,0,4,7,0,1,10,11,0,11,0,0,12,4,8,11,1,0,11,9,3
Rangilisingi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Rangilisingi,1,9,1,0,9,2,0,2,9,0,3,8,0,0,11,11,0,11,0,0,11,11,0,11,0,0,11,11,0
Ranginivalasa,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Ranginivalasa,0,14,0,14,0,0,0,8,7,0,10,4,0,0,12,13,0,15,0,0,15,15,0,15,0,0,15,15,0
Sagara,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Sagara,4,25,12,33,4,4,16,8,17,0,13,28,0,0,37,39,0,41,1,13,29,1,41,34,8,0,42,29,13
Sangamvalasa,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Sangamvalasa,0,7,5,5,3,4,0,9,3,0,9,3,0,0,12,12,0,12,0,4,8,3,9,8,4,1,11,12,0
Sarai,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Sarai,0,2,8,6,4,0,0,10,0,1,4,5,0,0,10,10,0,10,0,1,9,9,1,10,0,0,10,10,0
Seelamgondi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Seelamgondi,0,0,4,4,0,0,0,3,1,0,2,2,0,0,4,4,0,2,2,4,0,4,0,4,0,0,4,4,0
Sornayakguda @ Surusyaguda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Sornayakguda @ Surusyaguda,0,12,2,3,11,0,0,11,3,0,14,0,0,0,14,14,0,13,1,0,14,14,0,14,0,0,14,10,3
Sovva,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Sovva,3,4,0,0,1,6,3,3,1,0,7,0,0,0,7,7,0,3,4,1,6,7,0,7,0,0,7,7,0
Thutangi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Thutangi,4,20,2,8,18,0,0,18,8,0,15,11,0,0,26,26,0,23,3,2,23,26,0,26,0,1,25,26,0
Ujjangi,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Ujjangi,0,2,2,0,3,1,0,4,0,0,3,1,0,0,4,4,0,3,1,0,4,4,0,4,0,0,4,4,0
Vasabanda,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Vasabanda,1,2,6,8,0,1,0,2,7,0,4,5,0,0,9,9,0,9,0,8,2,1,9,7,3,0,9,10,0
Vayya,Alluri Sitharama Raju,DUMBRIGUDA - 5592,Vayya,0,0,6,6,0,0,2,0,4,0,6,0,0,0,6,6,0,6,0,6,0,0,6,2,4,0,6,6,0
