cycle,state,district,block,village,n_High,n_Low,n_Medium,p_High,p_Low,p_Medium,k_High,k_Low,k_Medium,S_Sufficient,S_Deficient,OC_High,OC_Low,OC_Medium,pH_Alkaline,pH_Acidic,pH_Neutral,EC_Saline,EC_NonSaline,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Kadasilpa,0,0,13,13,0,0,0,11,2,12,1,4,2,7,0,0,13,0,13,13,0,0,13,13,0,0,13,13,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Annavaram,0,1,1,2,0,0,0,2,0,1,1,1,1,0,0,0,2,0,2,2,0,0,2,2,0,0,2,2,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Kuramanapakalu,0,5,8,10,1,2,0,6,7,10,3,8,2,3,0,0,13,0,13,13,0,9,4,13,0,1,12,13,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Pusalapalem,1,5,16,19,1,2,4,9,9,21,1,12,2,8,0,0,22,0,22,22,0,16,6,18,4,3,19,22,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Somavaram,0,5,11,14,0,2,0,12,4,16,0,7,5,4,0,0,16,0,16,16,0,8,8,16,0,0,16,16,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Itikabedda,0,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,2,0,2,2,0,0,2,2,0,0,2,2,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Burugubailu,0,0,8,6,0,2,0,8,0,7,1,0,0,8,0,0,8,0,8,8,0,0,8,8,0,1,7,8,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Veeravaram,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Korukonda,0,2,1,3,0,0,0,2,1,3,0,0,1,2,0,0,3,0,3,3,0,1,2,1,2,0,3,3,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Vurisingi,4,9,31,20,9,15,10,17,17,42,2,35,0,9,0,1,43,0,44,44,0,7,37,42,2,11,33,44,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Porlubanda,0,0,2,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,2,2,0,2,0,2,0,0,2,2,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Gattumpakalu,0,1,8,3,4,2,2,0,7,9,0,5,0,4,0,0,9,0,9,9,0,0,9,9,0,0,9,9,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Lambadampalle,0,2,7,2,4,3,0,3,6,8,1,9,0,0,0,0,9,0,9,8,1,0,9,7,2,0,9,9,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Basangi Kothuru,0,3,11,13,1,0,0,6,8,14,0,2,0,12,0,0,14,0,14,14,0,7,7,14,0,1,13,14,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Chowdupalle,0,6,16,6,9,7,0,16,6,20,2,18,0,4,0,0,22,0,22,22,0,17,5,20,0,2,20,21,1
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Pasuvulabanda,1,14,18,7,15,11,0,13,20,29,4,9,11,13,0,0,33,0,33,33,0,18,15,33,0,1,32,33,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Junnulu,1,1,6,2,2,4,0,4,4,8,0,7,0,1,0,0,8,0,8,8,0,0,8,8,0,0,8,8,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Pedapakalu,0,4,0,3,1,0,1,0,3,4,0,0,0,4,0,0,4,0,4,4,0,0,4,4,0,0,4,4,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Bheemasingi,0,10,4,8,2,4,0,3,11,14,0,11,0,3,0,0,14,0,14,14,0,0,14,14,0,1,13,14,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Teegalametta,0,3,6,7,0,2,0,3,6,9,0,6,0,3,0,0,9,0,9,9,0,0,9,9,0,0,9,9,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Pinapadu,0,1,5,1,2,3,1,0,5,6,0,0,3,3,0,0,6,0,6,6,0,0,6,6,0,0,6,6,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Balabadram,0,5,8,8,2,3,1,3,9,13,0,2,0,11,0,0,13,0,13,13,0,1,12,13,0,0,13,13,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Tajangi,0,10,7,9,5,3,0,6,11,17,0,6,0,11,0,0,17,0,17,17,0,3,14,17,0,0,17,17,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Singavaram Kothuru,0,3,1,4,0,0,0,1,3,4,0,3,0,1,0,1,3,0,4,4,0,2,2,4,0,0,4,4,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Antharla,1,23,20,41,0,3,6,12,26,40,4,10,4,30,0,1,43,0,44,44,0,35,9,42,2,3,41,42,2
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Chinthaluru,0,1,4,5,0,0,0,0,5,5,0,5,0,0,0,0,5,0,5,5,0,0,5,5,0,0,5,5,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Kandulagodi,0,1,1,1,0,1,0,1,1,2,0,1,1,0,0,0,2,0,2,2,0,1,1,2,0,0,2,2,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Bayalukinchangi,0,2,9,5,1,5,0,10,1,10,1,2,0,9,0,0,11,0,11,11,0,10,1,8,3,0,11,11,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Siripuram,0,3,2,3,0,2,1,0,4,5,0,4,0,1,0,0,5,0,5,5,0,0,5,5,0,0,5,5,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Terapalle,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,0,2,0,2,2,0,1,1,1,1,0,2,2,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Bayapadu,0,7,8,12,2,1,2,3,10,14,1,4,0,11,0,0,15,0,15,15,0,5,10,15,0,1,14,15,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Chavatapadu,0,2,4,4,1,1,0,1,5,4,2,5,0,1,0,0,6,0,6,6,0,6,0,2,4,0,6,6,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Vamigedda Kothuru,0,11,12,3,13,7,0,13,10,23,0,10,0,13,0,0,23,0,23,23,0,19,4,23,0,0,23,23,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Chintapalle (CT),0,3,9,11,0,1,0,2,10,11,1,8,0,4,0,0,12,0,12,12,0,8,4,12,0,0,12,12,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Tamarapalle,0,3,3,1,4,1,1,5,0,6,0,0,4,2,0,0,6,0,6,6,0,0,6,6,0,0,6,6,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Chinnayyapalem,0,2,4,2,0,4,1,2,3,6,0,0,5,1,0,0,6,0,6,6,0,1,5,6,0,0,6,6,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Singavaram,0,5,7,6,3,3,1,8,3,10,2,3,0,9,0,0,12,0,12,12,0,10,2,12,0,0,12,12,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Chinnabarada,0,0,6,5,0,1,0,0,6,6,0,0,2,4,0,0,6,0,6,6,0,0,6,6,0,0,6,6,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Diguvapakalu,0,4,0,3,1,0,0,0,4,4,0,0,0,4,0,0,4,0,4,4,0,0,4,4,0,1,3,4,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Barikadorapakalu @ Rajupakalu,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
2023-24,ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE - 5589,Umrasigondi,0,2,1,0,3,0,1,0,2,2,1,0,0,3,0,0,3,0,3,3,0,1,2,3,0,0,3,3,0
